Index;Text;Cause;Effect;Offset_Sentence2;Offset_Sentence3;Cause_Start;Cause_End;Effect_Start;Effect_End;Sentence
0440.00004;Since the Age Credit is income-tested, it will benefit low to middle income seniors. With this measure, an individual aged 65 could receive up to $150 more per year and a couple could receive up to $300 more per year.;Since the Age Credit is income-tested, it will benefit low to middle income seniors.;With this measure, an individual aged 65 could receive up to $150 more per year and a couple could receive up to $300 more per year.;84.0;;0;84;85;217;<e1>Since the Age Credit is income-tested, it will benefit low to middle income seniors.</e1> <e2>With this measure, an individual aged 65 could receive up to $150 more per year and a couple could receive up to $300 more per year.</e2>
0441.00014;Bank of America Corp DE grew its position in shares of Century Bancorp by 4.6% in the second quarter. Bank of America Corp DE now owns 29,456 shares of the bank's stock valued at $2,589,000 after purchasing an additional 1,286 shares during the period.;Bank of America Corp DE grew its position in shares of Century Bancorp by 4.6% in the second quarter.;Bank of America Corp DE now owns 29,456 shares of the bank's stock valued at $2,589,000 after purchasing an additional 1,286 shares during the period.;101.0;;0;101;102;252;<e1>Bank of America Corp DE grew its position in shares of Century Bancorp by 4.6% in the second quarter.</e1> <e2>Bank of America Corp DE now owns 29,456 shares of the bank's stock valued at $2,589,000 after purchasing an additional 1,286 shares during the period.</e2>
0444.00001;by tom  Transit Credit Worth $229M A Conservative proposal to revive a green tax credit for transit users would cost $229 million next year, says the Parliamentary Budget Office.;by tom  Transit Credit Worth $229M A Conservative proposal to revive a green tax credit for transit users;would cost $229 million next year, says the Parliamentary Budget Office.;;;0;105;106;178;<e1>by tom  Transit Credit Worth $229M A Conservative proposal to revive a green tax credit for transit users</e1> <e2>would cost $229 million next year, says the Parliamentary Budget Office.</e2>
0448.00019;The passengers were lucky to have made their return flight after up to 150,000 Thomas Cook holiday makers have been left stranded abroad following the overnight collapse of the 178-year-old travel giant.;the overnight collapse of the 178-year-old travel giant.;The passengers were lucky to have made their return flight after up to 150,000 Thomas Cook holiday makers have been left stranded abroad;;;147;203;0;136;<e2>The passengers were lucky to have made their return flight after up to 150,000 Thomas Cook holiday makers have been left stranded abroad</e2> following <e1>the overnight collapse of the 178-year-old travel giant.</e1>
0449.00008;On August 6, 2019, New Relic, Inc released its first quarter 2020 financial results, reporting GAAP loss from operations of $16.9 million, compared to $3.6 million for the first quarter of fiscal 2019.;On August 6, 2019, New Relic, Inc released its first quarter 2020 financial results, reporting GAAP loss from operations;of $16.9 million, compared to $3.6 million for the first quarter of fiscal 2019.;;;0;120;121;201;<e1>On August 6, 2019, New Relic, Inc released its first quarter 2020 financial results, reporting GAAP loss from operations</e1> <e2>of $16.9 million, compared to $3.6 million for the first quarter of fiscal 2019.</e2>
0450.00002.1;ASX-listed Sims Metal has warned escalating trade wars have hit the global demand for scrap metal.Credit:Photographer: Ryan Stuart  Mr Field said while it initially appeared steel mills were managing the lower demand, early this month mills had materially reduced their purchases. At the end of August, the scrap metal price including freight from Turkey, the world's largest scrap metal importer, sat at around $US268 ($389) per tonne. Midway through last week, it had fallen below $US240. This reduction in demand for scrap has driven a steep fall in prices, Mr Field said.;ASX-listed Sims Metal has warned escalating trade wars have hit the global demand for scrap metal.Credit:Photographer: Ryan Stuart  Mr Field said while it initially appeared steel mills were managing the lower demand, early this month mills had materially reduced their purchases.;Midway through last week, it had fallen below $US240.;280.0;436.0;0;280;437;490;<e1>ASX-listed Sims Metal has warned escalating trade wars have hit the global demand for scrap metal.Credit:Photographer: Ryan Stuart  Mr Field said while it initially appeared steel mills were managing the lower demand, early this month mills had materially reduced their purchases.</e1> At the end of August, the scrap metal price including freight from Turkey, the world's largest scrap metal importer, sat at around $US268 ($389) per tonne. <e2>Midway through last week, it had fallen below $US240.</e2> This reduction in demand for scrap has driven a steep fall in prices, Mr Field said.
0450.00002.2;ASX-listed Sims Metal has warned escalating trade wars have hit the global demand for scrap metal.Credit:Photographer: Ryan Stuart  Mr Field said while it initially appeared steel mills were managing the lower demand, early this month mills had materially reduced their purchases. At the end of August, the scrap metal price including freight from Turkey, the world's largest scrap metal importer, sat at around $US268 ($389) per tonne. Midway through last week, it had fallen below $US240. This reduction in demand for scrap has driven a steep fall in prices, Mr Field said.;This reduction in demand for scrap has driven a steep fall in prices, Mr Field said.;Midway through last week, it had fallen below $US240.;280.0;436.0;491;575;437;490;ASX-listed Sims Metal has warned escalating trade wars have hit the global demand for scrap metal.Credit:Photographer: Ryan Stuart  Mr Field said while it initially appeared steel mills were managing the lower demand, early this month mills had materially reduced their purchases. At the end of August, the scrap metal price including freight from Turkey, the world's largest scrap metal importer, sat at around $US268 ($389) per tonne. <e2>Midway through last week, it had fallen below $US240.</e2> <e1>This reduction in demand for scrap has driven a steep fall in prices, Mr Field said.</e1>
0455.00010;Outlook: Sector tailwinds intact  We expect pan-India player ACC to be a prime beneficiary of the positive industry fundamentals . We continue to value the stock at 12x CY20e EV/Ebitda and maintain 'BUY/SP'.;Outlook: Sector tailwinds intact  We expect pan-India player ACC to be a prime beneficiary of the positive industry fundamentals .;We continue to value the stock at 12x CY20e EV/Ebitda and maintain 'BUY/SP'.;130.0;;0;130;131;207;<e1>Outlook: Sector tailwinds intact  We expect pan-India player ACC to be a prime beneficiary of the positive industry fundamentals .</e1> <e2>We continue to value the stock at 12x CY20e EV/Ebitda and maintain 'BUY/SP'.</e2>
0459.00009;Nevertheless, Zamani said the company remains in an enviable position to continue its progression and deliver on its stated growth strategy. An interim dividend of 3.50 US cents per ordinary share will be paid to shareholders on 31 October, which the company said reflects a strong cash position and low level of debt.;Nevertheless, Zamani said the company remains in an enviable position to continue its progression and deliver on its stated growth strategy.;An interim dividend of 3.50 US cents per ordinary share will be paid to shareholders on 31 October, which the company said reflects a strong cash position and low level of debt.;140.0;;0;140;141;318;<e1>Nevertheless, Zamani said the company remains in an enviable position to continue its progression and deliver on its stated growth strategy.</e1> <e2>An interim dividend of 3.50 US cents per ordinary share will be paid to shareholders on 31 October, which the company said reflects a strong cash position and low level of debt.</e2>
0463.00001;Stocks News Feed  WASHINGTON - (BUSINESS WIRE) - Today, Sol Systems announced that Helios Infrastructure fund, its joint venture with Nationwide, has completed the financing and construction of its first solar portfolio. The entire portfolio is now in service and includes eight projects in North Carolina totaling 48.4 MW, which is enough to power 3,890 homes per year.;Stocks News Feed  WASHINGTON - (BUSINESS WIRE) - Today, Sol Systems announced that Helios Infrastructure fund, its joint venture with Nationwide, has completed the financing and construction of its first solar portfolio.;The entire portfolio is now in service and includes eight projects in North Carolina totaling 48.4 MW, which is enough to power 3,890 homes per year.;220.0;;0;220;221;370;<e1>Stocks News Feed  WASHINGTON - (BUSINESS WIRE) - Today, Sol Systems announced that Helios Infrastructure fund, its joint venture with Nationwide, has completed the financing and construction of its first solar portfolio.</e1> <e2>The entire portfolio is now in service and includes eight projects in North Carolina totaling 48.4 MW, which is enough to power 3,890 homes per year.</e2>
0465.00005;Prime Minister Narendra Modi's goal of making India a USD 5 trillion economy is completely doable if all the stakeholders come and work together, the minister said.;all the stakeholders come and work together, the minister said.;Prime Minister Narendra Modi's goal of making India a USD 5 trillion economy is completely doable;;;101;164;0;97;<e2>Prime Minister Narendra Modi's goal of making India a USD 5 trillion economy is completely doable</e2> if <e1>all the stakeholders come and work together, the minister said.</e1>
0466.00001.1;SPDR Kensho Future Security ETF (FITE) to Issue  -  Dividend of $0.05 on September 26th Tweet  SPDR Kensho Future Security ETF (NYSEARCA:FITE) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports. Stockholders of record on Tuesday, September 24th will be given a dividend of 0.0548 per share on Thursday, September 26th. This represents a dividend yield of 1.4%.;SPDR Kensho Future Security ETF (FITE) to Issue  -  Dividend of $0.05 on September 26th Tweet  SPDR Kensho Future Security ETF (NYSEARCA:FITE) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.;Stockholders of record on Tuesday, September 24th will be given a dividend of 0.0548 per share on Thursday, September 26th.;223.0;347.0;0;223;224;347;<e1>SPDR Kensho Future Security ETF (FITE) to Issue  -  Dividend of $0.05 on September 26th Tweet  SPDR Kensho Future Security ETF (NYSEARCA:FITE) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.</e1> <e2>Stockholders of record on Tuesday, September 24th will be given a dividend of 0.0548 per share on Thursday, September 26th.</e2> This represents a dividend yield of 1.4%.
